姓文字数,姓画数組み合わせ,名文字数,名画数組み合わせ,天格画数,天格スコア,地格画数,地格スコア,人格画数,人格スコア,外格画数,外格スコア,仕事運画数,仕事運スコア,家庭運画数,家庭運スコア,総格画数,総格スコア,総合点数
4,"(30, 24, 27, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 25, 26, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 26, 25, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 24, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 1, 8)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 2, 7)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 3, 6)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 4, 5)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 5, 4)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 6, 3)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 7, 2)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 27, 30, 9)",4,"(6, 9, 8, 1)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 23, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 23, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 1, 8)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 2, 7)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 3, 6)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 4, 5)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 5, 4)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 6, 3)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 7, 2)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 29, 9)",4,"(6, 9, 8, 1)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 28, 30, 8)",2,"(16, 8)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 1, 7)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 2, 6)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 3, 5)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 4, 4)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 5, 3)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 6, 2)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 28, 30, 8)",3,"(16, 7, 1)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 22, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 22, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 1, 8)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 2, 7)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 3, 6)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 4, 5)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 5, 4)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 6, 3)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 7, 2)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 28, 9)",4,"(6, 9, 8, 1)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 29, 29, 8)",2,"(16, 8)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 1, 7)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 2, 6)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 3, 5)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 4, 4)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 5, 3)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 6, 2)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 29, 8)",3,"(16, 7, 1)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 29, 30, 7)",2,"(8, 16)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",2,"(17, 7)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 1, 15)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 2, 14)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 3, 13)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 4, 12)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 5, 11)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 6, 10)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 7, 9)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 8, 8)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 9, 7)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 10, 6)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 11, 5)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 12, 4)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 13, 3)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 14, 2)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(8, 15, 1)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 1, 6)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 2, 5)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 3, 4)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 4, 3)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 5, 2)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 29, 30, 7)",3,"(17, 6, 1)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 21, 15)",2,"(9, 15)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 1, 14)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 2, 13)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 3, 12)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 4, 11)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 5, 10)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 6, 9)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 7, 8)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 8, 7)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 9, 6)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 10, 5)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 11, 4)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 12, 3)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 13, 2)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 21, 15)",3,"(9, 14, 1)",96,5,24,5,24,5,96,5,105,5,39,4,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 1, 8)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 2, 7)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 3, 6)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 4, 5)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 5, 4)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 6, 3)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 7, 2)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 27, 9)",4,"(6, 9, 8, 1)",96,5,24,5,15,5,96,5,102,4,24,5,120,4,33
4,"(30, 30, 28, 8)",2,"(16, 8)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 1, 7)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 2, 6)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 3, 5)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 4, 4)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 5, 3)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 6, 2)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 28, 8)",3,"(16, 7, 1)",96,5,24,5,24,5,96,5,112,5,32,4,120,4,33
4,"(30, 30, 29, 7)",2,"(8, 16)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",2,"(17, 7)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 1, 15)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 2, 14)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 3, 13)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 4, 12)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 5, 11)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 6, 10)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 7, 9)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 8, 8)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 9, 7)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 10, 6)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 11, 5)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 12, 4)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 13, 3)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 14, 2)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(8, 15, 1)",96,5,24,5,15,5,105,5,104,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 1, 6)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 2, 5)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 3, 4)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 4, 3)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 5, 2)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 29, 7)",3,"(17, 6, 1)",96,5,24,5,24,5,96,5,113,4,31,5,120,4,33
4,"(30, 30, 30, 6)",4,"(9, 9, 1, 5)",96,5,24,5,15,5,96,5,105,5,21,4,120,4,33
4,"(30, 30, 30, 6)",4,"(9, 9, 2, 4)",96,5,24,5,15,5,96,5,105,5,21,4,120,4,33
4,"(30, 30, 30, 6)",4,"(9, 9, 3, 3)",96,5,24,5,15,5,96,5,105,5,21,4,120,4,33
4,"(30, 30, 30, 6)",4,"(9, 9, 4, 2)",96,5,24,5,15,5,96,5,105,5,21,4,120,4,33
4,"(30, 30, 30, 6)",4,"(9, 9, 5, 1)",96,5,24,5,15,5,96,5,105,5,21,4,120,4,33
4,"(21, 30, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(22, 29, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(22, 30, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(23, 28, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(23, 29, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(23, 30, 28, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(24, 27, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(24, 28, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(24, 29, 28, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(24, 30, 27, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(25, 26, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(25, 27, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(25, 28, 28, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(25, 29, 27, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(25, 30, 26, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 25, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 26, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 27, 28, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 28, 27, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 29, 26, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(26, 30, 25, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 24, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 25, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 26, 28, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 27, 27, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 28, 26, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 29, 25, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 30, 24, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 1, 8)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 2, 7)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 3, 6)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 4, 5)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 5, 4)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 6, 3)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 7, 2)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(27, 30, 30, 10)",4,"(5, 1, 8, 1)",97,4,15,5,15,5,96,5,102,4,24,5,112,5,33
4,"(28, 23, 30, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
4,"(28, 24, 29, 16)",1,"(15,)",97,4,15,5,31,5,82,4,112,5,31,5,112,5,33
